city1,city2,city3,mint,seasonal
KIN,FLL,PVD,0,0
KIN,FLL,RDU,0,0
KIN,FLL,RIC,0,0
KIN,FLL,SAN,0,0
KIN,FLL,SFO,1,0
KIN,FLL,SLC,0,0
KIN,FLL,SWF,0,0
KIN,JFK,ABQ,0,0
KIN,JFK,ACK,0,1
KIN,JFK,ATL,0,0
KIN,JFK,BOS,0,0
KIN,JFK,BTV,0,0
KIN,JFK,BUF,0,0
KIN,JFK,BUR,0,0
KIN,JFK,CLT,0,0
KIN,JFK,DEN,0,0
KIN,JFK,HYA,0,1
KIN,JFK,IAD,0,0
KIN,JFK,LAS,1,0
KIN,JFK,LAX,1,0
KIN,JFK,LGB,0,0
KIN,JFK,MVY,0,1
KIN,JFK,OAK,0,0
KIN,JFK,ONT,0,0
KIN,JFK,ORD,0,0
KIN,JFK,ORH,0,0
KIN,JFK,PDX,0,0
KIN,JFK,PHX,0,0
KIN,JFK,PSP,1,1
KIN,JFK,PWM,0,0
KIN,JFK,RDU,0,0
KIN,JFK,RNO,0,0
KIN,JFK,ROC,0,0
KIN,JFK,SAN,1,0
KIN,JFK,SEA,1,0
KIN,JFK,SFO,1,0
KIN,JFK,SJC,0,0
KIN,JFK,SLC,0,0
KIN,JFK,SMF,0,0
KIN,JFK,SYR,0,0
LAS,0,BOS,1,0
LAS,0,FLL,0,0
LAS,0,JFK,1,0
LAS,0,LGB,0,0
LAS,BOS,ACK,1,1
LAS,BOS,AUA,1,1
LAS,BOS,BDA,1,0
LAS,BOS,BGI,1,1
LAS,BOS,BUF,1,0
LAS,BOS,BWI,1,0
LAS,BOS,CHS,1,0
LAS,BOS,CLE,1,0
LAS,BOS,CLT,1,0
LAS,BOS,DCA,1,0
LAS,BOS,DTW,1,0
LAS,BOS,EWR,1,0
LAS,BOS,HAV,1,0
LAS,BOS,IAD,1,0
LAS,BOS,JAX,1,0
LAS,BOS,JFK,1,0
LAS,BOS,LGA,1,0
LAS,BOS,NAS,1,1
LAS,BOS,PAP,1,0
LAS,BOS,PHL,1,0
LAS,BOS,PIT,1,0
LAS,BOS,PLS,1,1
LAS,BOS,POP,1,1
LAS,BOS,PUJ,1,0
LAS,BOS,RDU,1,0
LAS,BOS,RIC,1,0
LAS,BOS,SAV,1,0
LAS,BOS,SDQ,1,0
LAS,BOS,SJU,1,0
LAS,BOS,STI,1,0
LAS,BOS,SYR,1,0
LAS,BOS,TPA,1,0
LAS,BOS,UVF,1,1
LAS,FLL,AUA,0,0
LAS,FLL,BDL,0,0
LAS,FLL,BGI,0,0
LAS,FLL,BOG,0,0
LAS,FLL,BOS,0,0
LAS,FLL,BWI,0,0
LAS,FLL,CMW,0,0
LAS,FLL,CTG,0,0
LAS,FLL,CUN,0,0
LAS,FLL,DCA,0,0
LAS,FLL,EWR,0,0
LAS,FLL,GCM,0,0
LAS,FLL,HAV,0,0
LAS,FLL,HOG,0,0
LAS,FLL,HPN,0,0
LAS,FLL,JAX,0,0
LAS,FLL,JFK,0,0
LAS,FLL,KIN,0,0
LAS,FLL,LGA,0,0
LAS,FLL,MBJ,0,0
LAS,FLL,NAS,0,0
LAS,FLL,PAP,0,0
LAS,FLL,PHL,0,0
LAS,FLL,PLS,0,0
LAS,FLL,POS,0,0
LAS,FLL,PUJ,0,0
LAS,FLL,SDQ,0,0
LAS,FLL,SJO,0,0
LAS,FLL,SJU,0,0
LAS,FLL,SNU,0,0
LAS,FLL,STI,0,0
LAS,FLL,SXM,0,0
LAS,JFK,ACK,1,1
LAS,JFK,ANU,1,0
LAS,JFK,ATL,1,0
LAS,JFK,AUA,1,0
LAS,JFK,BDA,1,0
LAS,JFK,BGI,1,0
LAS,JFK,BOS,1,0
LAS,JFK,BQN,1,0
LAS,JFK,BTV,1,0
LAS,JFK,BUF,1,0
LAS,JFK,CHS,1,0
LAS,JFK,CLT,1,0
LAS,JFK,CTG,1,0
LAS,JFK,CUR,1,0
LAS,JFK,DAB,1,0
LAS,JFK,FLL,1,0
LAS,JFK,GND,1,1
LAS,JFK,HYA,1,1
LAS,JFK,IAD,1,0
LAS,JFK,JAX,1,0
LAS,JFK,KIN,1,0
LAS,JFK,LRM,1,0
LAS,JFK,MBJ,1,0
LAS,JFK,MCO,1,0
LAS,JFK,MVY,1,1
LAS,JFK,NAS,1,0
LAS,JFK,ORH,1,0
LAS,JFK,PAP,1,0
LAS,JFK,PBI,1,0
LAS,JFK,PLS,1,0
LAS,JFK,POP,1,0
LAS,JFK,POS,1,0
LAS,JFK,PSE,1,0
LAS,JFK,PUJ,1,0
LAS,JFK,PWM,1,0
LAS,JFK,RDU,1,0
LAS,JFK,ROC,1,0
LAS,JFK,SAV,1,0
LAS,JFK,SDQ,1,0
LAS,JFK,SJU,1,0
LAS,JFK,SRQ,1,0
LAS,JFK,STI,1,0
LAS,JFK,SXM,1,0
LAS,JFK,SYR,1,0
LAS,JFK,TPA,1,0
LAS,JFK,UVF,1,1
LAS,LGB,AUS,0,0
LAS,LGB,BOS,0,0
LAS,LGB,FLL,0,0
LAS,LGB,JFK,0,0
LAS,LGB,OAK,0,0
LAS,LGB,PDX,0,0
LAS,LGB,RNO,0,0
LAS,LGB,SEA,0,0
LAS,LGB,SFO,0,0
LAS,LGB,SJC,0,0
LAS,LGB,SLC,0,0
LAS,LGB,SMF,0,0
LAX,0,BOS,1,0
LAX,0,BUF,0,0
LAX,0,FLL,1,0
LAX,0,JFK,1,0
LAX,0,MCO,0,0
LAX,BOS,ACK,1,1
LAX,BOS,AUA,1,1
LAX,BOS,BDA,1,0
LAX,BOS,BGI,1,1
LAX,BOS,BUF,1,0
LAX,BOS,BWI,1,0
LAX,BOS,CHS,1,0
LAX,BOS,CLE,1,0
LAX,BOS,CLT,1,0
LAX,BOS,DCA,1,0
LAX,BOS,DTW,1,0
LAX,BOS,EWR,1,0
LAX,BOS,HAV,1,0
LAX,BOS,IAD,1,0
LAX,BOS,JFK,1,0
LAX,BOS,LGA,1,0
LAX,BOS,MVY,1,1
LAX,BOS,PAP,1,0
LAX,BOS,PHL,1,0
LAX,BOS,PIT,1,0
LAX,BOS,PLS,1,1
LAX,BOS,POP,1,1
LAX,BOS,PUJ,1,0
LAX,BOS,RDU,1,0
LAX,BOS,RIC,1,0
LAX,BOS,ROC,1,0
LAX,BOS,SDQ,1,0
LAX,BOS,SJU,1,0
LAX,BOS,STI,1,0
LAX,BOS,SYR,1,0
LAX,BOS,UVF,1,1
LAX,BUF,BOS,0,0
LAX,BUF,FLL,0,0
LAX,BUF,JFK,0,0
LAX,FLL,ATL,1,0
LAX,FLL,AUA,1,0
LAX,FLL,BDL,1,0
LAX,FLL,BGI,1,0
LAX,FLL,BOG,1,0
LAX,FLL,BOS,1,0
LAX,FLL,BWI,1,0
LAX,FLL,CMW,1,0
LAX,FLL,CTG,1,0
LAX,FLL,CUN,1,0
LAX,FLL,DCA,1,0
LAX,FLL,DTW,1,0
LAX,FLL,EWR,1,0
LAX,FLL,GCM,1,0
LAX,FLL,GYE,1,0
LAX,FLL,HAV,1,0
LAX,FLL,HOG,1,0
LAX,FLL,HPN,1,0
LAX,FLL,JAX,1,0
LAX,FLL,JFK,1,0
LAX,FLL,KIN,1,0
LAX,FLL,LGA,1,0
LAX,FLL,LIM,1,0
LAX,FLL,MBJ,1,0
LAX,FLL,MDE,1,0
LAX,FLL,NAS,1,0
LAX,FLL,PAP,1,0
LAX,FLL,PIT,1,0
LAX,FLL,PLS,1,0
LAX,FLL,POS,1,0
LAX,FLL,PUJ,1,0
LAX,FLL,RDU,1,0
LAX,FLL,SDQ,1,0
LAX,FLL,SJO,1,0
LAX,FLL,SJU,1,0
LAX,FLL,SNU,1,0
LAX,FLL,STI,1,0
LAX,FLL,SWF,1,0
LAX,FLL,SXM,1,0
LAX,FLL,UIO,1,0
LAX,JFK,ACK,1,1
LAX,JFK,ANU,1,0
LAX,JFK,ATL,1,0
LAX,JFK,AUA,1,0
LAX,JFK,BDA,1,0
LAX,JFK,BGI,1,0
LAX,JFK,BOS,1,0
LAX,JFK,BQN,1,0
LAX,JFK,BTV,1,0
LAX,JFK,BUF,1,0
LAX,JFK,CHS,1,0
LAX,JFK,CLT,1,0
LAX,JFK,CTG,1,0
LAX,JFK,CUR,1,0
LAX,JFK,DAB,1,0
LAX,JFK,FLL,1,0
LAX,JFK,GND,1,1
LAX,JFK,HYA,1,1
LAX,JFK,IAD,1,0
LAX,JFK,JAX,1,0
LAX,JFK,KIN,1,0
LAX,JFK,LRM,1,0
LAX,JFK,MBJ,1,0
LAX,JFK,MCO,1,0
LAX,JFK,MVY,1,1
LAX,JFK,NAS,1,0
LAX,JFK,ORH,1,0
LAX,JFK,PAP,1,0
LAX,JFK,PBI,1,0
LAX,JFK,PLS,1,0
LAX,JFK,POP,1,0
LAX,JFK,POS,1,0
LAX,JFK,PSE,1,0
LAX,JFK,PUJ,1,0
LAX,JFK,PWM,1,0
LAX,JFK,RDU,1,0
LAX,JFK,ROC,1,0
LAX,JFK,RSW,1,0
LAX,JFK,SAV,1,0
LAX,JFK,SDQ,1,0
LAX,JFK,SJU,1,0
LAX,JFK,STI,1,0
LAX,JFK,SXM,1,0
LAX,JFK,SYR,1,0
LAX,JFK,UVF,1,1
LAX,MCO,ALB,0,0
LAX,MCO,ATL,0,0
LAX,MCO,BDL,0,0
LAX,MCO,BOS,0,0
LAX,MCO,BQN,0,0
LAX,MCO,BUF,0,0
LAX,MCO,CUN,0,0
LAX,MCO,DCA,0,0
LAX,MCO,EWR,0,0
LAX,MCO,HAV,0,0
LAX,MCO,HPN,0,0
LAX,MCO,JFK,0,0
LAX,MCO,LGA,0,0
LAX,MCO,MBJ,0,0
LAX,MCO,NAS,0,0
LAX,MCO,PAP,0,0
LAX,MCO,RIC,0,0
LAX,MCO,SJO,0,0
LAX,MCO,SJU,0,0
LGA,0,ACK,0,1
LGA,0,BOS,0,0
LGA,0,FLL,0,0
LGA,0,MCO,0,0
LGA,0,PBI,0,0
LGA,BOS,ACK,0,1
LGA,BOS,ATL,0,0
LGA,BOS,AUA,1,1
LGA,BOS,BDA,0,0
LGA,BOS,BNA,0,0
LGA,BOS,BUF,0,0
LGA,BOS,BUR,0,0
LGA,BOS,CHS,0,0
LGA,BOS,CLE,0,0
LGA,BOS,CLT,0,0
LGA,BOS,DEN,0,0
LGA,BOS,DFW,0,0
LGA,BOS,DTW,0,0
LGA,BOS,FLL,0,0
LGA,BOS,HAV,0,0
LGA,BOS,HDN,0,1
LGA,BOS,JAX,0,0
LGA,BOS,LAS,1,0
LGA,BOS,LAX,1,0
LGA,BOS,LGB,0,0
LGA,BOS,MBJ,0,0
LGA,BOS,MCO,0,0
LGA,BOS,MEX,0,0
LGA,BOS,MSP,0,0
LGA,BOS,MSY,0,0
LGA,BOS,MVY,0,1
LGA,BOS,NAS,0,1
LGA,BOS,OAK,0,1
LGA,BOS,ORD,0,0
LGA,BOS,PAP,0,0
LGA,BOS,PBI,0,0
LGA,BOS,PDX,0,1
LGA,BOS,PHX,0,0
LGA,BOS,PIT,0,0
LGA,BOS,PSP,0,1
LGA,BOS,PUJ,0,0
LGA,BOS,RDU,0,0
LGA,BOS,RIC,0,0
LGA,BOS,ROC,0,0
LGA,BOS,RSW,0,0
LGA,BOS,SAN,1,0
LGA,BOS,SAV,0,0
LGA,BOS,SDQ,0,0
LGA,BOS,SEA,1,0
LGA,BOS,SFO,1,0
LGA,BOS,SJC,0,0
LGA,BOS,SJU,0,0
LGA,BOS,SLC,0,0
LGA,BOS,SMF,0,1
LGA,BOS,SRQ,0,1
LGA,BOS,STI,0,0
LGA,BOS,SYR,0,0
LGA,BOS,TPA,0,0
LGA,FLL,ATL,0,0
LGA,FLL,AUA,0,0
LGA,FLL,AUS,0,0
LGA,FLL,BGI,0,0
LGA,FLL,BOG,0,0
LGA,FLL,BQN,0,0
LGA,FLL,CMW,0,0
LGA,FLL,CTG,0,0
LGA,FLL,CUN,0,0
LGA,FLL,GCM,0,0
LGA,FLL,GYE,0,0
LGA,FLL,HAV,0,0
LGA,FLL,HOG,0,0
LGA,FLL,JAX,0,0
LGA,FLL,KIN,0,0
LGA,FLL,LAS,0,0
LGA,FLL,LAX,1,0
LGA,FLL,LGB,0,0
LGA,FLL,LIM,0,0
LGA,FLL,MBJ,0,0
LGA,FLL,MDE,0,0
LGA,FLL,MEX,0,0
LGA,FLL,MSY,0,0
LGA,FLL,NAS,0,0
LGA,FLL,PAP,0,0
LGA,FLL,PHX,0,0
LGA,FLL,PLS,0,0
LGA,FLL,POS,0,0
LGA,FLL,PUJ,0,0
LGA,FLL,SAN,0,0
LGA,FLL,SDQ,0,0
LGA,FLL,SFO,1,0
LGA,FLL,SJO,0,0
LGA,FLL,SJU,0,0
LGA,FLL,SLC,0,0
LGA,FLL,SNU,0,0
LGA,FLL,SXM,0,0
LGA,FLL,UIO,0,0
LGA,MCO,BOG,0,0
LGA,MCO,BQN,0,0
LGA,MCO,CUN,0,0
LGA,MCO,HAV,0,0
LGA,MCO,LAX,0,0
LGA,MCO,MBJ,0,0
LGA,MCO,MEX,0,0
LGA,MCO,NAS,0,0
LGA,MCO,PAP,0,0
LGA,MCO,PSE,0,0
LGA,MCO,SDQ,0,0
LGA,MCO,SJO,0,0
LGA,MCO,SJU,0,0
LGA,MCO,SLC,0,0
LGB,0,AUS,0,0
LGB,0,BOS,0,0
LGB,0,BZN,0,1
LGB,0,FLL,0,0
LGB,0,HDN,0,1
LGB,0,JFK,0,0
LGB,0,LAS,0,0
LGB,0,OAK,0,0
LGB,0,PDX,0,0
LGB,0,RNO,0,0
LGB,0,SEA,0,0
LGB,0,SFO,0,0
LGB,0,SJC,0,0
LGB,0,SLC,0,0
LGB,0,SMF,0,0
LGB,AUS,BOS,0,0
LGB,BOS,ACK,0,1
LGB,BOS,AUA,1,1
LGB,BOS,BDA,0,0
LGB,BOS,BGI,1,1
LGB,BOS,BUF,0,0
LGB,BOS,BWI,0,0
LGB,BOS,CHS,0,0
LGB,BOS,CLE,0,0
LGB,BOS,CLT,0,0
LGB,BOS,DCA,0,0
LGB,BOS,DTW,0,0
LGB,BOS,EWR,0,0
LGB,BOS,HAV,0,0
LGB,BOS,IAD,0,0
LGB,BOS,JFK,0,0
LGB,BOS,LGA,0,0
LGB,BOS,PAP,0,0
LGB,BOS,PHL,0,0
LGB,BOS,PIT,0,0
LGB,BOS,PLS,0,1
LGB,BOS,POP,0,1
LGB,BOS,PUJ,0,0
LGB,BOS,RDU,0,0
LGB,BOS,RIC,0,0
LGB,BOS,SDQ,0,0
LGB,BOS,SJU,0,0
LGB,BOS,STI,0,0
LGB,BOS,SYR,0,0
LGB,BOS,UVF,1,1
LGB,FLL,AUA,0,0
LGB,FLL,BDL,0,0
LGB,FLL,BOG,0,0
LGB,FLL,BOS,0,0
LGB,FLL,CMW,0,0
LGB,FLL,CTG,0,0
LGB,FLL,CUN,0,0
LGB,FLL,DCA,0,0
LGB,FLL,EWR,0,0
LGB,FLL,GCM,0,0
LGB,FLL,HAV,0,0
LGB,FLL,HOG,0,0
LGB,FLL,HPN,0,0
LGB,FLL,JAX,0,0
LGB,FLL,JFK,0,0
LGB,FLL,KIN,0,0
LGB,FLL,LGA,0,0
LGB,FLL,MBJ,0,0
LGB,FLL,NAS,0,0
LGB,FLL,PAP,0,0
LGB,FLL,PLS,0,0
LGB,FLL,POS,0,0
LGB,FLL,PUJ,0,0
LGB,FLL,SDQ,0,0
LGB,FLL,SJO,0,0
LGB,FLL,SJU,0,0
LGB,FLL,SNU,0,0
LGB,FLL,STI,0,0
LGB,JFK,ACK,0,1
LGB,JFK,ANU,0,0
LGB,JFK,ATL,0,0
LGB,JFK,AUA,1,0
LGB,JFK,BDA,0,0
LGB,JFK,BGI,1,0
LGB,JFK,BOS,0,0
LGB,JFK,BQN,0,0
LGB,JFK,BTV,0,0
LGB,JFK,BUF,0,0
LGB,JFK,CHS,0,0
LGB,JFK,CLT,0,0
LGB,JFK,CTG,0,0
LGB,JFK,CUR,0,0
LGB,JFK,DAB,0,0
LGB,JFK,FLL,0,0
LGB,JFK,GND,1,1
LGB,JFK,IAD,0,0
LGB,JFK,JAX,0,0
LGB,JFK,KIN,0,0
LGB,JFK,LRM,0,0
LGB,JFK,MBJ,0,0
LGB,JFK,MCO,0,0
LGB,JFK,NAS,0,0
LGB,JFK,ORH,0,0
LGB,JFK,PAP,0,0
LGB,JFK,PBI,0,0
LGB,JFK,PLS,0,0
LGB,JFK,POP,0,0
LGB,JFK,POS,0,0
LGB,JFK,PSE,0,0
LGB,JFK,PUJ,0,0
LGB,JFK,PWM,0,0
LGB,JFK,RDU,0,0
LGB,JFK,ROC,0,0
LGB,JFK,RSW,0,0
LGB,JFK,SAV,0,0
LGB,JFK,SDQ,0,0
LGB,JFK,SJU,0,0
LGB,JFK,STI,0,0
LGB,JFK,SXM,0,0
LGB,JFK,SYR,0,0
LGB,JFK,UVF,1,1
LGB,LAS,BOS,1,0
LGB,LAS,FLL,0,0
LGB,LAS,JFK,1,0
LGB,OAK,BOS,0,1
LGB,OAK,JFK,0,0
LGB,PDX,BOS,0,1
LGB,PDX,JFK,0,0
LGB,SEA,ANC,0,1
LGB,SEA,BOS,1,0
LGB,SEA,JFK,1,0
LGB,SFO,BOS,1,0
LGB,SFO,FLL,1,0
LGB,SFO,JFK,1,0
LGB,SJC,BOS,0,0
LGB,SJC,JFK,0,0
LGB,SLC,BOS,0,0
LGB,SLC,FLL,0,0
LGB,SLC,JFK,0,0
LGB,SLC,MCO,0,0
LGB,SMF,BOS,0,1
LIM,0,FLL,0,0
LIM,FLL,ALB,0,0
LIM,FLL,ATL,0,0
LIM,FLL,BDL,0,0
LIM,FLL,BNA,0,0
LIM,FLL,BOS,0,0
LIM,FLL,BWI,0,0
LIM,FLL,DCA,0,0
LIM,FLL,EWR,0,0
LIM,FLL,HPN,0,0
LIM,FLL,JAX,0,0
LIM,FLL,JFK,0,0
LIM,FLL,LAX,1,0
LIM,FLL,LGA,0,0
LIM,FLL,MSY,0,0
LIM,FLL,PHL,0,0
LIM,FLL,PVD,0,0
LIM,FLL,RDU,0,0
LIM,FLL,RIC,0,0
LIM,FLL,SFO,1,0
LIR,0,BOS,0,1
LIR,0,JFK,1,1
LIR,BOS,EWR,0,1
LIR,BOS,JFK,0,1
LIR,BOS,PIT,0,1
LIR,BOS,SYR,0,1
LIR,JFK,BOS,1,1
LIR,JFK,BTV,1,1
LIR,JFK,BUF,1,1
LIR,JFK,ORH,1,1
LIR,JFK,PWM,1,1
LIR,JFK,ROC,1,1
LRM,0,JFK,0,0
LRM,JFK,AUS,0,0
LRM,JFK,BOS,0,0
LRM,JFK,BTV,0,0
LRM,JFK,BUF,0,0
LRM,JFK,CHS,0,0
LRM,JFK,IAD,0,0
LRM,JFK,LAS,1,0
LRM,JFK,LAX,1,0
LRM,JFK,ORH,0,0
LRM,JFK,PWM,0,0
LRM,JFK,ROC,0,0
LRM,JFK,SFO,1,0
MBJ,0,BOS,0,0
MBJ,0,FLL,0,0
MBJ,0,JFK,0,0
MBJ,0,MCO,0,0
MBJ,BOS,BUF,0,0
MBJ,BOS,BWI,0,0
MBJ,BOS,CLE,0,0
MBJ,BOS,DCA,0,0
MBJ,BOS,DEN,0,0
MBJ,BOS,DTW,0,0
MBJ,BOS,EWR,0,0
MBJ,BOS,JFK,0,0
MBJ,BOS,MSP,0,0
MBJ,BOS,ORD,0,0
MBJ,BOS,PHL,0,0
MBJ,BOS,PIT,0,0
MBJ,BOS,RDU,0,0
MBJ,BOS,SEA,1,0
MBJ,BOS,SFO,1,0
MBJ,BOS,SLC,0,0
MBJ,BOS,SYR,0,0
MBJ,FLL,ALB,0,0
MBJ,FLL,ATL,0,0
MBJ,FLL,AUS,0,0
MBJ,FLL,BDL,0,0
MBJ,FLL,BNA,0,0
MBJ,FLL,BOS,0,0
MBJ,FLL,BQN,0,0
MBJ,FLL,BUF,0,0
MBJ,FLL,BWI,0,0
MBJ,FLL,CHS,0,0
MBJ,FLL,CLE,0,0
MBJ,FLL,DCA,0,0
MBJ,FLL,DTW,0,0
MBJ,FLL,EWR,0,0
MBJ,FLL,HPN,0,0
MBJ,FLL,JAX,0,0
MBJ,FLL,JFK,0,0
MBJ,FLL,LAS,0,0
MBJ,FLL,LAX,1,0
MBJ,FLL,LGA,0,0
MBJ,FLL,LGB,0,0
MBJ,FLL,ORD,0,0
MBJ,FLL,ORH,0,0
MBJ,FLL,PHL,0,0
MBJ,FLL,PHX,0,0
MBJ,FLL,PIT,0,0
MBJ,FLL,PVD,0,0
MBJ,FLL,RDU,0,0
MBJ,FLL,RIC,0,0
MBJ,FLL,SAN,0,0
MBJ,FLL,SFO,1,0
MBJ,FLL,SJU,0,0
MBJ,FLL,SLC,0,0
MBJ,FLL,SWF,0,0
MBJ,FLL,SYR,0,1
MBJ,JFK,ACK,0,1
MBJ,JFK,BOS,0,0
MBJ,JFK,BTV,0,0
MBJ,JFK,BUF,0,0
MBJ,JFK,BUR,0,0
MBJ,JFK,CHS,0,0
MBJ,JFK,CLT,0,0
MBJ,JFK,DEN,0,0
MBJ,JFK,IAD,0,0
MBJ,JFK,LAS,1,0
MBJ,JFK,LAX,1,0
MBJ,JFK,LGB,0,0
MBJ,JFK,OAK,0,0
MBJ,JFK,ONT,0,0
MBJ,JFK,ORD,0,0
MBJ,JFK,ORH,0,0
MBJ,JFK,PDX,0,0
MBJ,JFK,PHX,0,0
MBJ,JFK,PWM,0,0
MBJ,JFK,RDU,0,0
MBJ,JFK,RNO,0,0
MBJ,JFK,ROC,0,0
MBJ,JFK,SEA,1,0
MBJ,JFK,SFO,1,0
MBJ,JFK,SJC,0,0
MBJ,JFK,SLC,0,0
MBJ,JFK,SMF,0,0
MBJ,JFK,SYR,0,0
MBJ,MCO,BDL,0,0
MBJ,MCO,BOS,0,0
MBJ,MCO,DCA,0,0
MBJ,MCO,EWR,0,0
MBJ,MCO,HPN,0,0
MBJ,MCO,JFK,0,0
MBJ,MCO,LAX,0,0
MBJ,MCO,LGA,0,0
MBJ,MCO,PVD,0,0
MBJ,MCO,SLC,0,0
MBJ,MCO,SYR,0,0
MCO,0,ALB,0,0
MCO,0,ATL,0,0
MCO,0,AUS,0,0
MCO,0,BDL,0,0
MCO,0,BOG,0,0
MCO,0,BOS,0,0
MCO,0,BQN,0,0
MCO,0,BUF,0,0
MCO,0,BWI,0,0
MCO,0,CUN,0,0
MCO,0,DCA,0,0
MCO,0,EWR,0,0
MCO,0,HAV,0,0
MCO,0,HPN,0,0
MCO,0,JFK,0,0
MCO,0,LAX,0,0
MCO,0,LGA,0,0
MCO,0,MBJ,0,0
MCO,0,MEX,0,0
MCO,0,NAS,0,0
MCO,0,ORH,0,0
MCO,0,PAP,0,0
MCO,0,PSE,0,0
MCO,0,PVD,0,0
MCO,0,RIC,0,0
MCO,0,SDQ,0,0
MCO,0,SJO,0,0
MCO,0,SJU,0,0
MCO,0,SLC,0,0
MCO,0,SWF,0,0
MCO,0,SYR,0,0
MCO,AUS,LGB,0,0
MCO,BOS,ACK,0,1
MCO,BOS,BDA,0,0
MCO,BOS,BUF,0,0
MCO,BOS,BWI,0,0
MCO,BOS,CLE,0,0
MCO,BOS,DCA,0,0
MCO,BOS,DTW,0,0
MCO,BOS,EWR,0,0
MCO,BOS,IAD,0,0
MCO,BOS,JFK,0,0
MCO,BOS,LGA,0,0
MCO,BOS,MSP,0,0
MCO,BOS,MVY,0,1
MCO,BOS,OAK,0,1
MCO,BOS,ORD,0,0
MCO,BOS,PDX,0,1
MCO,BOS,PHL,0,0
MCO,BOS,PIT,0,0
MCO,BOS,ROC,0,0
MCO,BOS,SEA,1,0
MCO,BOS,SFO,1,0
MCO,BOS,SJC,0,0
MCO,BOS,SLC,0,0
MCO,BOS,SMF,0,1
MCO,BOS,SYR,0,0
MCO,BUF,BOS,0,0
MCO,BUF,JFK,0,0
MCO,BUF,LAX,0,0
MCO,BWI,BOS,0,0
MCO,DCA,ACK,0,1
MCO,DCA,BDL,0,0
MCO,DCA,BOS,0,0
MCO,EWR,BOS,0,0
MCO,JFK,ABQ,0,0
MCO,JFK,ACK,0,1
MCO,JFK,ANU,0,0
MCO,JFK,BDA,0,0
MCO,JFK,BGI,1,0
MCO,JFK,BOS,0,0
MCO,JFK,BTV,0,0
MCO,JFK,BUF,0,0
MCO,JFK,BUR,0,0
MCO,JFK,DEN,0,0
MCO,JFK,GND,1,1
MCO,JFK,HYA,0,1
MCO,JFK,IAD,0,0
MCO,JFK,LAS,1,0
MCO,JFK,LAX,1,0
MCO,JFK,LGB,0,0
MCO,JFK,MVY,0,1
MCO,JFK,OAK,0,0
MCO,JFK,ONT,0,0
MCO,JFK,ORD,0,0
MCO,JFK,ORH,0,0
MCO,JFK,PDX,0,0
MCO,JFK,PHX,0,0
MCO,JFK,POS,0,0
MCO,JFK,PSP,1,1
MCO,JFK,PWM,0,0
MCO,JFK,RNO,0,0
MCO,JFK,ROC,0,0
MCO,JFK,SAN,1,0
MCO,JFK,SEA,1,0
MCO,JFK,SFO,1,0
MCO,JFK,SJC,0,0
MCO,JFK,SLC,0,0
MCO,JFK,SMF,0,0
MCO,JFK,SXM,0,0
MCO,JFK,SYR,0,0
MCO,JFK,UVF,1,1
MCO,RIC,BOS,0,0
MCO,SJU,PUJ,0,0
MCO,SJU,SDQ,0,0
MCO,SJU,STI,0,0
MCO,SJU,STT,0,0
MCO,SJU,STX,0,0
MDE,0,FLL,0,0
MDE,FLL,ALB,0,0
MDE,FLL,ATL,0,0
MDE,FLL,BDL,0,0
MDE,FLL,BOS,0,0
MDE,FLL,BWI,0,0
MDE,FLL,DCA,0,0
MDE,FLL,EWR,0,0
MDE,FLL,HDN,0,1
MDE,FLL,HPN,0,0
MDE,FLL,JAX,0,0
MDE,FLL,JFK,0,0
MDE,FLL,LAX,1,0
MDE,FLL,LGA,0,0
MDE,FLL,MSY,0,0
MDE,FLL,PHL,0,0
MDE,FLL,PHX,0,0
MDE,FLL,PVD,0,0
MDE,FLL,SFO,1,0
MEX,0,BOS,0,0
MEX,0,FLL,0,0
MEX,0,JFK,0,0
MEX,0,MCO,0,0
MEX,BOS,SYR,0,0
MEX,FLL,ATL,0,0
MEX,FLL,BDL,0,0
MEX,FLL,BOS,0,0
MEX,FLL,BQN,0,0
MEX,FLL,BWI,0,0
MEX,FLL,CHS,0,0
MEX,FLL,CLE,0,0
MEX,FLL,DCA,0,0
MEX,FLL,DTW,0,0
MEX,FLL,EWR,0,0
MEX,FLL,HPN,0,0
MEX,FLL,JAX,0,0
MEX,FLL,JFK,0,0
MEX,FLL,LGA,0,0
MEX,FLL,ORD,0,0
MEX,FLL,PHL,0,0
MEX,FLL,PIT,0,0
MEX,FLL,RDU,0,0
MEX,FLL,RIC,0,0
MEX,FLL,SJU,0,0
MEX,FLL,SYR,0,1
MEX,JFK,BOS,0,0
MEX,JFK,BUF,0,0
MEX,MCO,BDL,0,0
MEX,MCO,BOS,0,0
MEX,MCO,DCA,0,0
MEX,MCO,EWR,0,0
MEX,MCO,HPN,0,0
MEX,MCO,JFK,0,0
MEX,MCO,LGA,0,0
MEX,MCO,PVD,0,0
MEX,MCO,SJU,0,0
MEX,MCO,SYR,0,0
MSP,0,BOS,0,0
MSP,BOS,ACK,0,1
MSP,BOS,ATL,0,0
MSP,BOS,AUA,1,1
MSP,BOS,BDA,0,0
MSP,BOS,BUF,0,0
MSP,BOS,BWI,0,0
MSP,BOS,CHS,0,0
MSP,BOS,CLT,0,0
MSP,BOS,CUN,0,0
MSP,BOS,DCA,0,0
MSP,BOS,EWR,0,0
MSP,BOS,FLL,0,0
MSP,BOS,GCM,0,1
MSP,BOS,HAV,0,0
